uuid,sha256,original_filename,relative_path,mime_type,extension,file_size_bytes,page_count,language,script,ocr_required,native_pdf,mixed_pdf,author,publisher,edition,title,subject,import_timestamp,processing_status,pipeline_version,metadata_confidence,extraction_method,notes
BOOK-f55e8101,f01e41ced20f14d1d071229078693372035f64d4fb459974b19e9618a02bb666,शिव पुराण (2).pdf,knowledge/raw/source_library/Puran (hindi)/शिव पुराण (2).pdf,application/pdf,.pdf,10462505,845,hindi,devanagari,False,True,False,"Mittal, Dr. Mahendra",,,शिव पुराण (Hindi Edition),,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-553ecfbd,97106abfb3025475374b240552de96df1068d83e4c9dfbfa8d86c93897cc30e5,शिव पुराण.pdf,knowledge/raw/source_library/Puran (hindi)/शिव पुराण.pdf,application/pdf,.pdf,52353270,813,hindi,unknown,True,False,False,,,,शिव पुराण,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-c399e526,854d001321a7309939215dfcc08d3fd551c7537ef5029405a3f73147d75000ed,श्री गणेश पुराण.pdf,knowledge/raw/source_library/Puran (hindi)/श्री गणेश पुराण.pdf,application/pdf,.pdf,62274463,562,hindi,unknown,True,False,False,,,,श्री गणेश पुराण,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-d240f857,e0f860f88f9a3f98ddd1436346d27e0caa1a01eb2c69af173d9b495d34b432c1,श्री_मद्भागवत_महापुराण_द्वितीय_खण्ड.pdf,knowledge/raw/source_library/Puran (hindi)/श्री_मद्भागवत_महापुराण_द्वितीय_खण्ड.pdf,application/pdf,.pdf,14920977,1520,hindi,devanagari,False,True,False,Vedvyas (Gita Press Gorakhpur),,,"Srimad Bhagavat Mahapuran Vyakhyasahit Bhag-2 (Skand 9,10,11,12) Code 27 Sanskrit Hindi (Hindi Edition)",,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-d8179053,fcc63c94b7d8137414835f623523ee24b37f12cc65378362d575503a09278a2c,श्री_मद्भागवत_महापुराण_प्रथम_खण्ड.pdf,knowledge/raw/source_library/Puran (hindi)/श्री_मद्भागवत_महापुराण_प्रथम_खण्ड.pdf,application/pdf,.pdf,12545495,1617,hindi,devanagari,False,True,False,Vedvyas (Gita Press Gorakhpur),,,"Srimad Bhagavat Mahapuran Vyakhyasahit Bhag-1 (Skand 1,2,3,4,5,6,7,8) Code 26 Sanskrit Hindi (Hindi Edition)",,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-0bd78273,68f4e51f63ea447d820f996d79314a9ba41b38c889b9c9d053ac7e83742e8551,स्कन्द पुराण.pdf,knowledge/raw/source_library/Puran (hindi)/स्कन्द पुराण.pdf,application/pdf,.pdf,77301365,1109,hindi,unknown,True,False,False,,,,स्कन्द पुराण,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-8f6392dc,2eca3db3ed75ae3e8ea94fb6e817ce9670f10a8632186c8b31aa9c2f1c335586,3-4-saama-vedamu.pdf,knowledge/raw/source_library/Puran (telugu)/3-4-saama-vedamu.pdf,application/pdf,.pdf,255649,2,telugu,unknown,True,False,False,Rayalu Vishwanadha,,,Saamavedamu - The Sama Veda. Article on The Sama Veda by Sri Rayalu Vishwanadha.,Saamavedamu - The Sama Veda. Article on The Sama Veda by Sri Rayalu Vishwanadha.,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Puran (telugu)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,telugu,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:29Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-5dc8cffb,4c3f6ec64fc219432ffa7d64c975ec954802fd2a2ffefa3a8900dbcb82dbc44d,Linga-Puranam.pdf,knowledge/raw/source_library/Puran (telugu)/Linga-Puranam.pdf,application/pdf,.pdf,2969575,131,english,latin,False,True,False,Dr. Jayanti Chakravarthi,,,Sri Linga Puranam,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-80d41f8b,8f87d4b48a63456d0b2f284c27ff8e391fe7dce0a2efdc826f6a841ce06efe7b,MarkandeyaPuranamu.pdf,knowledge/raw/source_library/Puran (telugu)/MarkandeyaPuranamu.pdf,application/pdf,.pdf,13390575,356,telugu,unknown,True,False,False,Raja Komireddy,,,MarkandeyaPuranamu,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-679656b3,ef9a1bc7e49d88bf461a97efc5f968bf6e55e2e7f3e6cbf09952e8211193f11d,PU010-BrahmaPuranamu-1To3.pdf,knowledge/raw/source_library/Puran (telugu)/PU010-BrahmaPuranamu-1To3.pdf,application/pdf,.pdf,35967917,594,telugu,telugu,True,False,True,Raja Komireddy,,,PU010-BrahmaPuranamu-1To3,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-b83fb7e5,18c4d577579f3c85370675f31eb9ca8147784fdd35991d06247371a4444e9cf6,Padma-Puranam.pdf,knowledge/raw/source_library/Puran (telugu)/Padma-Puranam.pdf,application/pdf,.pdf,9254124,18,english,latin,True,False,False, Puranamulu,,,Padma puranam|Download Telugu puranas| Read Telugu puranas| Puranamulu, Puranamulu,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-2b381353,9dce473a355ad19c9eecfe78e12bcccd0746840313523147ccc15cc8fa7b04b8,Scanda-Puranam-Telugu.pdf,knowledge/raw/source_library/Puran (telugu)/Scanda-Puranam-Telugu.pdf,application/pdf,.pdf,8999596,18,english,latin,True,False,False,Telugu novels,,,Scanda puranam| Telugu pustakalu| Telugu bakthi pustakalu| Telugu novels,Telugu novels,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-a382525b,c1815da834cb080a2b9d94c312c1ba4638df01b6192418968cc5631327820b53,VaisakhaPuranam-1.pdf,knowledge/raw/source_library/Puran (telugu)/VaisakhaPuranam-1.pdf,application/pdf,.pdf,14507620,49,telugu,unknown,True,False,False,,,,VaisakhaPuranam-1,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-cf4d6ad8,a5d5f6ea05f7fa2eed57d7fa176050bb81333bbfd53a55f8dca024befe15c721,agni-puranam (1).pdf,knowledge/raw/source_library/Puran (telugu)/agni-puranam (1).pdf,application/pdf,.pdf,5710314,13,english,latin,True,False,False,Telugu puranas,,,Telugu puranas|Agni puranam| Telugu bhakthi books online-Read N download,Telugu puranas,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-f2540110,60c6edbb9696e86d8438ab2e7e6a633cbd2731b19a2c82002a65af407f62f1e6,basava-puranam-telugu.pdf,knowledge/raw/source_library/Puran (telugu)/basava-puranam-telugu.pdf,application/pdf,.pdf,16978780,520,english,latin,True,False,True,,,,basava-puranam-telugu,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-9c319feb,0d5808c0d37a76bf2afee9367e528260497d51f667863f79cdf87468c711ac97,bhavishyapuranam-telugu.pdf,knowledge/raw/source_library/Puran (telugu)/bhavishyapuranam-telugu.pdf,application/pdf,.pdf,29711772,385,english,latin,True,False,True,,,,bhavishyapuranam-telugu,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-200cb899,0550d827cd32475de49dcbcb1515527030858fd10999be838f490f11a29b18e3,karthikapuranam.pdf,knowledge/raw/source_library/Puran (telugu)/karthikapuranam.pdf,application/pdf,.pdf,12634111,137,english,latin,True,False,False,,,,karthikapuranam,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-cf14d398,a701ebb4ecf16c20f068c95f3141570fb813659b74c17aa7970a0cd8727ac63d,18-maha-puranas-in-english.pdf,knowledge/raw/source_library/Purans (english)/18-maha-puranas-in-english.pdf,application/pdf,.pdf,3389392,697,english,latin,False,True,False,Dharmic Scriptures Team,,,The Puranas,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-ef05baa1,711eaff21c4b6acf4e5f99fadc9cb863da4cd632d1f0cd1b67b5543a7783fdda,ALL Puran English.pdf,knowledge/raw/source_library/Purans (english)/ALL Puran English.pdf,application/pdf,.pdf,4527554,884,english,latin,False,True,False,Avkash Chauhan,,,ALL Puran English,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-3c4faeb0,b7e1239a31b1865b725250bce8b1bd7d3dfa2445d7bb935a00fe2d3265be298c,Agni Puran 2.pdf,knowledge/raw/source_library/Purans (english)/Agni Puran 2.pdf,application/pdf,.pdf,8143061,357,english,latin,False,True,False,"Shastri,  J. L. (Ed)",,,(28) Agni Purana. Vol. 2,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 28,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-b118db53,07022e704ad223aab0fe9690424c05d8276f762df1ae1909f4cd249cc7649db3,Agni puran 3.pdf,knowledge/raw/source_library/Purans (english)/Agni puran 3.pdf,application/pdf,.pdf,5091596,225,english,latin,False,True,False,"Shastri,  J. L. (Ed)",,,(29) Agni Purana. Vol. 3,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 29,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-d6268062,c4398f9bcc53d0ea4d1286050053bdb59723705cbb6a7cf65765015447b2ad15,Brahm Vaivart Puran 1.pdf,knowledge/raw/source_library/Purans (english)/Brahm Vaivart Puran 1.pdf,application/pdf,.pdf,958068,6,english,unknown,True,False,False,,,,Brahm Vaivart Puran 1,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-0668ee7a,097a5eba029ca07249a7e36278134d0fd82ae589d52d99bf4f3864ad4061c516,Brahm Vaivart Puran 2.pdf,knowledge/raw/source_library/Purans (english)/Brahm Vaivart Puran 2.pdf,application/pdf,.pdf,37023614,824,english,unknown,True,False,False,,,,Brahm Vaivart Puran 2,,2026-07-11T17:20:29Z,pending,0.1.0,0.8,pymupdf,
BOOK-521e8937,efc301497972be223829f3d5b03eaa4dce6079471dfb3ac002f888ea91f97d4c,Brahm Vaivart Puran 3.pdf,knowledge/raw/source_library/Purans (english)/Brahm Vaivart Puran 3.pdf,application/pdf,.pdf,45086463,888,english,latin,False,True,False,,,,Brahm Vaivart Puran 3,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-bae6da7d,4a53c89400d1554b8da43104174627e200798b514c79b6f1090dbf6dab99f479,Brahmand Puran 1.pdf,knowledge/raw/source_library/Purans (english)/Brahmand Puran 1.pdf,application/pdf,.pdf,59839651,392,english,latin,False,True,False,G.V.Tagare,,,Brahmanda Purana - English Translation - Part 1 of 5,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-f0091d9a,d5f2654ccd67724e765d74815dc9bdd58d8bb9987d6c83baf768a654e573e951,Brahmand Puran 2.pdf,knowledge/raw/source_library/Purans (english)/Brahmand Puran 2.pdf,application/pdf,.pdf,47946719,330,english,latin,False,True,False,G.V.Tagare,,,Brahmanda Purana - English Translation - Part 2 of 5,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-17ede5ee,4851e0aba48c1fc191ccaaf5b45549e24f476698fcb7650345162bd7174e367a,Brahmand Puran 3.pdf,knowledge/raw/source_library/Purans (english)/Brahmand Puran 3.pdf,application/pdf,.pdf,10630098,248,english,unknown,False,True,False,N.A,,,THE BRAHMANDA PURANA PART. 3,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-e7ebd8f0,897b33fc9c8be90af238e98df1f5d6b94314fe8cc280b38f22565f5c4015e791,Brahmand Puran 4.pdf,knowledge/raw/source_library/Purans (english)/Brahmand Puran 4.pdf,application/pdf,.pdf,23103103,278,english,latin,False,True,False,G.V.Tagare,,,Brahmanda Purana - English Translation - Part 4 of 5,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-26567e12,24efb508d38eb25e4b6f9e48d86b4613d05407a23f37d55b5ddaf9badf16d92a,Brahmand Puran 5.pdf,knowledge/raw/source_library/Purans (english)/Brahmand Puran 5.pdf,application/pdf,.pdf,8312778,190,english,unknown,False,True,False,N.A,,,"THE BRAHMANDA PURANA PART.5,ED.1ST",,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Purans (english)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,english,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:30Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-1cc46eda,5764c9962e94208a9f5f4f0e4127490dad78614c88f51f133044d4f6837be2ca,Garud Puran complete.pdf,knowledge/raw/source_library/Purans (english)/Garud Puran complete.pdf,application/pdf,.pdf,19169321,800,english,latin,False,True,False,Manmathanatha Datta,,,The Garuda puranam ,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-9b9a4e19,0a06c4dd3e7370db91cd165505df8174fc8850ecd0075090ea5cb6d79425476d,Kalika Puran.pdf,knowledge/raw/source_library/Purans (english)/Kalika Puran.pdf,application/pdf,.pdf,34801703,1400,english,unknown,True,False,False,,,,Kalika Puran,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-01d4bf7b,7f0ff99b52306e8b2d80d106910bcabc8dd3645dc0b891f429b3ce1d5863becf,Kalki-Purana-english.pdf,knowledge/raw/source_library/Purans (english)/Kalki-Purana-english.pdf,application/pdf,.pdf,10765537,374,english,latin,False,True,False,,,,Kalki-Purana-english,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-1cea23c2,53f46629e817e88c24bac7c06d17a5a2a51dcf929594229fc21ce03426090a84,Kurm Puran.pdf,knowledge/raw/source_library/Purans (english)/Kurm Puran.pdf,application/pdf,.pdf,29493729,521,english,unknown,True,False,False,,,,Kurm Puran,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-0a5ef6b7,18850720a0707e7f60cad28030a88e914bdb4f25e184891989b0c46583df6f15,Ling Puran 1.pdf,knowledge/raw/source_library/Purans (english)/Ling Puran 1.pdf,application/pdf,.pdf,36747184,518,english,unknown,True,False,False,,,,Ling Puran 1,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-9cbe6b7a,82c20195b4e67cf20bab34bd27c9d50df7d737897c553f1c77106a1d04adb191,Ling Puran 2.pdf,knowledge/raw/source_library/Purans (english)/Ling Puran 2.pdf,application/pdf,.pdf,13056134,242,english,unknown,True,False,False,,,,Ling Puran 2,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-a104e5b5,3a1bdd80e710b43b892ceeae8cff2eb7471a0eea63cbec700b873e73624f621c,Ling Puran Sans Eng 1.pdf,knowledge/raw/source_library/Purans (english)/Ling Puran Sans Eng 1.pdf,application/pdf,.pdf,36041569,642,english,unknown,True,False,False,,,,Ling Puran Sans Eng 1,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-9cbe6b7a,82c20195b4e67cf20bab34bd27c9d50df7d737897c553f1c77106a1d04adb191,Ling Puran Sans Eng 2.pdf,knowledge/raw/source_library/Purans (english)/Ling Puran Sans Eng 2.pdf,application/pdf,.pdf,13056134,242,english,unknown,True,False,False,,,,Ling Puran Sans Eng 2,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-d90e987a,b759d080115dfab37f37a5fb4575897aea0892edbd7cd22f6293703fe37a2eda,Markandey Puran.pdf,knowledge/raw/source_library/Purans (english)/Markandey Puran.pdf,application/pdf,.pdf,1840594,549,english,latin,False,True,False,_,,,0 zamenit za O    ,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-3e14d935,0e8226563978ca789b0ce63f6978ab9e0a07e8a095e3f9deb84e79f49212b1a6,Matasya Puran 1.pdf,knowledge/raw/source_library/Purans (english)/Matasya Puran 1.pdf,application/pdf,.pdf,25272028,591,english,latin,False,True,False,"Joshi, K.L. (Ed) ",,,Matsya Mahapurana. Vol. I [Chapters 1-150} (592p),,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-63eba62e,6b5b595c427268883fe8ff8e424a54b96be1c16761c9b21015f011dc38138771,Matasya Puran 2.pdf,knowledge/raw/source_library/Purans (english)/Matasya Puran 2.pdf,application/pdf,.pdf,24758198,587,english,latin,False,True,False,"Joshi, K.L. (Ed) ",,,Matsya Mahapurana. Vol. II [Chapters 151-291] (588p),,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-a0630537,a82d69a7e9534bc13593ada59470275776feba996fca46c1a6adcdf01561242c,Narad Panchatatra 1.pdf,knowledge/raw/source_library/Purans (english)/Narad Panchatatra 1.pdf,application/pdf,.pdf,4096430,432,english,latin,False,True,False,,,,Narad Panchatatra 1,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-161c06e7,47c1ef64bbfe8fc6f080495087673ba525de7bd1f8653ce9bd5b14ac6cd27f85,Narad Panchatatra 2.pdf,knowledge/raw/source_library/Purans (english)/Narad Panchatatra 2.pdf,application/pdf,.pdf,5621079,556,english,latin,False,True,False,,,,Narad Panchatatra 2,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-63a3653a,c78067b05eca6e51f54e601b6bdc36472c6b86321befcce55fc7f02d056a6875,Narad Puran 3.pdf,knowledge/raw/source_library/Purans (english)/Narad Puran 3.pdf,application/pdf,.pdf,34223954,444,english,unknown,False,True,False,N.A.,,,THE NARADA-PURANA PART. 3,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-44c7b523,0cb5d6aec6bc59df957221e62caf0b0ad43e8a145a0758196561fbd3f90c5c2b,Narad Puran 4.pdf,knowledge/raw/source_library/Purans (english)/Narad Puran 4.pdf,application/pdf,.pdf,18114323,420,english,unknown,False,True,False,N.A,,,THE NARADA-PURANA PART. 4,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-de534c52,6bddd224d1e658c1beec0e738cbcda275dec8810819090e6407dd59bba569e66,Narsimha Puran.pdf,knowledge/raw/source_library/Purans (english)/Narsimha Puran.pdf,application/pdf,.pdf,17631500,431,english,latin,False,True,False,Dr. Narinder Sharma,,,Narasimha Purana With English Translation,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-88e6ab8d,40d6bbc032a49d1d39318eaa7b8ef48e8e606e6123639676d8f2bbb1d165ee82,Padma Puran 3.pdf,knowledge/raw/source_library/Purans (english)/Padma Puran 3.pdf,application/pdf,.pdf,7783020,358,english,latin,False,True,False,"Bhatt, G.P. (Ed)",,,(41) Padma Purana. Vol. 3,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 41,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-26a1fbf5,a27247cf5d1818e95ab5a3ce34bf664776703de66b7802e6faab631b69de0511,Padma Puran 7.pdf,knowledge/raw/source_library/Purans (english)/Padma Puran 7.pdf,application/pdf,.pdf,6524527,334,english,latin,False,True,False,"Bhatt, G.P. (Ed)",,,(45) Padma Purana. Vol. 7,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 45,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-8a4dd872,c670bdd81d806d6291c4f5cc12fb3767a060b69175551f4f7798f06b8e7104dd,Padma Puran 8.pdf,knowledge/raw/source_library/Purans (english)/Padma Puran 8.pdf,application/pdf,.pdf,6595183,325,english,latin,False,True,False,"Bhatt, G.P. (Ed)",,,(46) Padma Purana. Vol. 8,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 46,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-c0c1e4bf,586074d3ff8fbf515628e117d9f2ddc91bd1aee95760bf446af648a83c957365,Padma Puran 9.pdf,knowledge/raw/source_library/Purans (english)/Padma Puran 9.pdf,application/pdf,.pdf,8499187,350,english,latin,False,True,False,"Bhatt, G.P. (Ed)",,,(47) Padma Purana. Vol. 9,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 47,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-081ffc00,328a4e34756ffe52a3f60ae5309f84ef5fa0af5f778fde46ec4cdea9f19b5af8,Shiv Puran 1.pdf,knowledge/raw/source_library/Purans (english)/Shiv Puran 1.pdf,application/pdf,.pdf,63497817,479,english,unknown,True,False,False,,,,Shiv Puran 1,,2026-07-11T17:20:30Z,pending,0.1.0,0.8,pymupdf,
BOOK-ab446daf,ccb7a3f05f306c294e9b77b2ba5e5478a770bb16f16e28051bede4b68032b90f,Shiv Puran 2.pdf,knowledge/raw/source_library/Purans (english)/Shiv Puran 2.pdf,application/pdf,.pdf,90484852,600,english,unknown,True,False,False,,,,Shiv Puran 2,,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-5481db6e,c698d5c1d909aa662279932feb07e8d4ba532c381429bdbc532a1a211cf2f7e1,Shiv Puran 3.pdf,knowledge/raw/source_library/Purans (english)/Shiv Puran 3.pdf,application/pdf,.pdf,30205145,509,english,unknown,True,False,False,,,,Shiv Puran 3,,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-9ca2fc35,baef3fdda3da0aefe12992ef858d5eda16f17c29e6206a08137740284de1adb9,Shiv Puran 4.pdf,knowledge/raw/source_library/Purans (english)/Shiv Puran 4.pdf,application/pdf,.pdf,33886655,553,english,unknown,True,False,False,,,,Shiv Puran 4,,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-3bfa3b57,3c225ffb00cd702b6802672faaceb2fd9c50ba055c1d0d1f7b2bca3351687cfb,Skand puran 1.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 1.pdf,application/pdf,.pdf,21823480,325,english,unknown,True,False,False,,,,Skand puran 1,,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-7462403e,1b3bed42da9ef1cfc5949a626da8403cde6da62bebea74ec3416bdb359143fd0,Skand puran 11.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 11.pdf,application/pdf,.pdf,5564652,483,english,latin,False,True,False,"Bhatt, G.P.  (Ed); Tagare, G.V. (Tr)",,,Skanda Purana. Vol. 11,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 59,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-8e37909a,6adb94041e42bfffb41dc0a21487ab049ab65e9c539cb311e1cd80f06fd49b5d,Skand puran 12.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 12.pdf,application/pdf,.pdf,3532968,315,english,latin,False,True,False,"Bhatt, G.P.  (Ed); Tagare, G.V. (Tr)",,,Skanda Purana. Vol. 12,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 60,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-8d7ed2ef,f55c61877d1149f2f0611e2e0550bcd59ed859b7b090410c28e7a4c86dbf8870,Skand puran 13.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 13.pdf,application/pdf,.pdf,4632889,329,english,latin,False,True,False,"Bhatt, G.P.  (Ed)",,,Skanda Purana. Vol. 13,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 61,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-76176c05,ac77f888ee66e1e270838668ec76af0724ba68c213cc72ecc7281e802833cfc1,Skand puran 14.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 14.pdf,application/pdf,.pdf,4296041,343,english,latin,False,True,False,"Bhatt, G.P.  (Ed); Tagare, G.V. (Tr)",,,Skanda Purana. Vol. 14,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 62,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-19855b39,f6d3f43caa08e72a50ab1ed3750fc43043b3a71656721b57c0ddc103d00542c7,Skand puran 15.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 15.pdf,application/pdf,.pdf,3735629,355,english,latin,False,True,False,"Bhatt, G.P.  (Ed); Tagare, G.V. (Tr)",,,Skanda Purana. Vol. 15,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 63,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-8bee6e99,9cdc78d38b8d88c4af1feb40548b092d93ff2a793ac5f096130d83dd346119bb,Skand puran 18.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 18.pdf,application/pdf,.pdf,8129700,487,english,latin,False,True,False,"Bhatt, G.P.  (Ed); Tagare, G.V. (Tr)",,,Skanda Purana. Vol. 18,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 66,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-b5585358,61a88f78fc4145cd038f36cc708c22e830ca047b24a3c1c330dfadbd998fe200,Skand puran 2.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 2.pdf,application/pdf,.pdf,42619327,611,english,unknown,True,False,False,,,,Skand puran 2,,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-edf729ea,095c06bbad46fb6dc8a9cdd31642623faddeb7b6b20f13f8a7992ac7482d6360,Skand puran 20.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 20.pdf,application/pdf,.pdf,5203318,416,english,latin,False,True,False,"Bhatt, G.P.  (Ed); Tagare, G.V. (Tr)",,,Skanda Purana. Vol. 20,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 68,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-88cfcaeb,c7285806db88ba135d5f4ca845577b10b327a994fcce5c94540ea1c6022666f3,Skand puran 21.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 21.pdf,application/pdf,.pdf,2392455,153,english,latin,False,True,False,"Bhatt, G.P.  (Ed)  : Balooni, Sridhar, Panda, Pratosh (Trs)",,,Skanda Purana. Vol. 21,Ancient Indian Tradition and Mythology - Puranas in Translation. Vol. 69,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-1023db4c,a0d64da996bfa581e6aad45434782fe5d5043d04567e28c60a30d9a5602b1694,Skand puran 22.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 22.pdf,application/pdf,.pdf,2291965,203,english,latin,False,True,False,"Bhatt, G.P. (Ed)",,,Skanda-Purana. Part 22,Ancient Indian Tradition and Mythology Series. Vol. 70,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
BOOK-0466271c,c54205244f1981dcbeb01075063d9d7ba05c4e1a65c223c33c34201acb67abb0,Skand puran 3.pdf,knowledge/raw/source_library/Purans (english)/Skand puran 3.pdf,application/pdf,.pdf,14050485,202,english,unknown,True,False,False,N.A.,,,The Skanda-Purana Part. 3,RELIGION.,2026-07-11T17:20:31Z,pending,0.1.0,0.8,pymupdf,
